Temp,Initial,Final,Rep,r,Clone
13,3,3,5,0,IA388
13,3,4,6,0.287682072,IA388
19,3,1,1,-1.098612289,IA388
19,3,2,2,-0.405465108,IA388
19,3,1,3,-1.098612289,IA388
19,3,0.01,4,-5.703782475,IA388
19,3,0.01,5,-5.703782475,IA388
19,3,2,6,-0.405465108,IA388
22,3,6,1,0.693147181,IA388
22,3,4,2,0.287682072,IA388
22,3,5,3,0.510825624,IA388
22,3,8,4,0.980829253,IA388
22,3,5,5,0.510825624,IA388
22,3,4,6,0.287682072,IA388
25,3,10,1,1.203972804,IA388
25,3,6,2,0.693147181,IA388
25,3,7,3,0.84729786,IA388
25,3,8,4,0.980829253,IA388
25,3,6,5,0.693147181,IA388
25,3,9,6,1.098612289,IA388
30,3,176,1,4.071871706,IA388
30,3,132,2,3.784189634,IA388
30,3,136,3,3.814042597,IA388
30,3,63,4,3.044522438,IA388
30,3,116,5,3.654977902,IA388
30,3,132,6,3.784189634,IA388
32,3,115,1,3.64631984,IA388
32,3,108,2,3.583518938,IA388
32,3,114,3,3.63758616,IA388
32,3,87,4,3.36729583,IA388
32,3,64,5,3.060270795,IA388
32,3,124,6,3.721669277,IA388
38,3,18,1,1.791759469,IA388
38,3,13,2,1.466337069,IA388
38,3,19,3,1.84582669,IA388
38,3,23,4,2.036881927,IA388
38,3,39,5,2.564949357,IA388
38,3,18,6,1.791759469,IA388
13,3,0.01,1,-5.703782475,19617-1
13,3,1,2,-1.098612289,19617-1
13,3,1,3,-1.098612289,19617-1
13,3,3,4,0,19617-1
13,3,4,5,0.287682072,19617-1
13,3,0.01,6,-5.703782475,19617-1
19,3,0.01,1,-5.703782475,19617-1
19,3,3,2,0,19617-1
19,3,0.01,3,-5.703782475,19617-1
19,3,1,4,-1.098612289,19617-1
19,3,2,5,-0.405465108,19617-1
19,3,1,6,-1.098612289,19617-1
22,3,3,1,0,19617-1
22,3,2,2,-0.405465108,19617-1
22,3,0.01,3,-5.703782475,19617-1
22,3,4,4,0.287682072,19617-1
22,3,1,5,-1.098612289,19617-1
22,3,3,6,0,19617-1
25,3,7,1,0.84729786,19617-1
25,3,6,2,0.693147181,19617-1
25,3,12,3,1.386294361,19617-1
25,3,29,4,2.268683541,19617-1
25,3,19,5,1.84582669,19617-1
25,3,21,6,1.945910149,19617-1
30,3,66,1,3.091042453,19617-1
30,3,61,2,3.012261576,19617-1
30,3,120,3,3.688879454,19617-1
30,3,73,4,3.191847152,19617-1
30,3,70,5,3.149882953,19617-1
30,3,83,6,3.320228319,19617-1
32,3,107,1,3.574216546,19617-1
32,3,137,2,3.821368637,19617-1
32,3,72,3,3.17805383,19617-1
32,3,145,4,3.878121454,19617-1
32,3,158,5,3.963982744,19617-1
32,3,58,6,2.961830722,19617-1
38,3,120,1,3.688879454,19617-1
38,3,57,2,2.944438979,19617-1
38,3,540,3,5.192956851,19617-1
38,3,750,4,5.521460918,19617-1
38,3,963,5,5.771441123,19617-1
38,3,64,6,3.060270795,19617-1
13,3,1,1,-1.098612289,DMCK72H
13,3,1,2,-1.098612289,DMCK72H
13,3,0.01,3,-5.703782475,DMCK72H
13,3,2,4,-0.405465108,DMCK72H
13,3,0.01,5,-5.703782475,DMCK72H
13,3,0.01,6,-5.703782475,DMCK72H
19,3,4,1,0.287682072,DMCK72H
19,3,2,2,-0.405465108,DMCK72H
19,3,3,3,0,DMCK72H
19,3,2,4,-0.405465108,DMCK72H
19,3,5,5,0.510825624,DMCK72H
19,3,2,6,-0.405465108,DMCK72H
22,3,6,1,0.693147181,DMCK72H
22,3,2,2,-0.405465108,DMCK72H
22,3,7,3,0.84729786,DMCK72H
22,3,12,4,1.386294361,DMCK72H
22,3,8,5,0.980829253,DMCK72H
22,3,15,6,1.609437912,DMCK72H
25,3,12,1,1.386294361,DMCK72H
25,3,21,2,1.945910149,DMCK72H
25,3,26,3,2.159484249,DMCK72H
25,3,22,4,1.992430165,DMCK72H
25,3,13,5,1.466337069,DMCK72H
25,3,14,6,1.540445041,DMCK72H
30,3,2460,1,6.70930434,DMCK72H
30,3,2010,2,6.507277712,DMCK72H
30,3,1980,3,6.492239835,DMCK72H
30,3,3120,4,6.946975992,DMCK72H
30,3,2760,5,6.82437367,DMCK72H
30,3,2250,6,6.620073207,DMCK72H
32,3,4710,1,7.358830898,DMCK72H
32,3,3030,2,6.91770561,DMCK72H
32,3,4770,3,7.371489295,DMCK72H
32,3,2430,4,6.697034248,DMCK72H
32,3,2940,5,6.887552572,DMCK72H
32,3,7230,6,7.787382026,DMCK72H
38,3,6690,1,7.709756864,DMCK72H
38,3,5160,2,7.45007957,DMCK72H
38,3,7530,3,7.828038032,DMCK72H
38,3,6540,4,7.687080156,DMCK72H
38,3,5340,5,7.484368643,DMCK72H
38,3,3600,6,7.090076836,DMCK72H
13,3,0.01,1,-5.703782475,IMB6
13,3,0.01,2,-5.703782475,IMB6
13,3,0.01,3,-5.703782475,IMB6
13,3,0.01,4,-5.703782475,IMB6
13,3,0.01,5,-5.703782475,IMB6
13,3,0.01,6,-5.703782475,IMB6
19,3,2,1,-0.405465108,IMB6
19,3,0.01,2,-5.703782475,IMB6
19,3,0.01,3,-5.703782475,IMB6
19,3,1,4,-1.098612289,IMB6
19,3,0.01,5,-5.703782475,IMB6
19,3,0.01,6,-5.703782475,IMB6
22,3,6,1,0.693147181,IMB6
22,3,2,2,-0.405465108,IMB6
22,3,0.01,3,-5.703782475,IMB6
22,3,0.01,4,-5.703782475,IMB6
22,3,3,5,0,IMB6
22,3,4,6,0.287682072,IMB6
25,3,13,1,1.466337069,IMB6
25,3,9,2,1.098612289,IMB6
25,3,8,3,0.980829253,IMB6
25,3,5,4,0.510825624,IMB6
25,3,5,5,0.510825624,IMB6
25,3,0.01,6,-5.703782475,IMB6
30,3,300,1,4.605170186,IMB6
30,3,690,2,5.438079309,IMB6
30,3,840,3,5.634789603,IMB6
30,3,750,4,5.521460918,IMB6
30,3,210,5,4.248495242,IMB6
30,3,390,6,4.86753445,IMB6
32,3,2790,1,6.835184586,IMB6
32,3,1020,2,5.828945618,IMB6
32,3,1110,3,5.913503006,IMB6
32,3,840,4,5.634789603,IMB6
32,3,930,5,5.736572297,IMB6
32,3,1260,6,6.040254711,IMB6
38,3,630,1,5.347107531,IMB6
38,3,90,2,3.401197382,IMB6
38,3,240,3,4.382026635,IMB6
38,3,570,4,5.247024072,IMB6
38,3,870,5,5.669880923,IMB6
38,3,630,6,5.347107531,IMB6
13,3,0.01,1,-5.703782475,AXS
13,3,0.01,2,-5.703782475,AXS
13,3,0.01,3,-5.703782475,AXS
13,3,0.01,4,-5.703782475,AXS
13,3,1,5,-1.098612289,AXS
13,3,0.01,6,-5.703782475,AXS
19,3,0.01,1,-5.703782475,AXS
19,3,2,2,-0.405465108,AXS
19,3,1,3,-1.098612289,AXS
19,3,1,4,-1.098612289,AXS
19,3,0.01,5,-5.703782475,AXS
19,3,1,6,-1.098612289,AXS
22,3,0.01,1,-5.703782475,AXS
22,3,3,2,0,AXS
22,3,6,3,0.693147181,AXS
22,3,10,4,1.203972804,AXS
22,3,13,5,1.466337069,AXS
22,3,7,6,0.84729786,AXS
25,3,18,1,1.791759469,AXS
25,3,51,2,2.833213344,AXS
25,3,29,3,2.268683541,AXS
25,3,11,4,1.299282984,AXS
25,3,9,5,1.098612289,AXS
25,3,34,6,2.427748236,AXS
30,3,10290,1,8.14031554,AXS
30,3,2760,2,6.82437367,AXS
30,3,5760,3,7.560080465,AXS
30,3,5550,4,7.522940918,AXS
30,3,5340,5,7.484368643,AXS
30,3,4440,6,7.299797367,AXS
32,3,10140,1,8.125630988,AXS
32,3,8100,2,7.901007052,AXS
32,3,4800,3,7.377758908,AXS
32,3,6750,4,7.718685495,AXS
32,3,9720,5,8.083328609,AXS
32,3,9570,6,8.067776196,AXS
38,3,11640,1,8.263590433,AXS
38,3,16560,2,8.616133139,AXS
38,3,7950,3,7.882314919,AXS
38,3,14940,4,8.51318517,AXS
38,3,12750,5,8.354674262,AXS
38,3,13740,6,8.429454277,AXS
